ch_tra,slug
mirage prime 藍圖,mirage_prime_blueprint
持續火力 prime,primed_quickdraw
機甲 充能,mecha_recharge
合成 纖維,synth_fiber
消音器,hush
重擊巨鎚 prime 鎚頭,fragor_prime_head
踐踏,trample
合金鑽頭,metal_auger
盜賊大師,master_thief
冷凍包覆,cryo_coating
爆發質量,bursting_mass
提佩多 prime 一套,tipedo_prime_set
斬鐵,true_steel
天啟異象,four_riders
守望者 prime 藍圖,vectis_prime_blueprint
動物本能,animal_instinct
灼熱光束,combustion_beam
哈庫那瞄具,harkonar_scope
集氣城走道場景,gas_city_walkway_scene
集氣城死亡出口場景,gas_city_dead_exit_scene
空氣動力,aerodynamic
atlas prime 一套,atlas_prime_set
鐵鉤手甲 prime 刀刃,tekko_prime_blade
鐵鉤手甲 prime 一套,tekko_prime_set
鐵鉤手甲 prime 藍圖,tekko_prime_blueprint
亡骸機甲 蓄能重劃,necramech_redirection
損毀的亡骸機甲武器槍管,damaged_necramech_weapon_barrel
損毀的亡骸機甲武器 一套,damaged_necramech_weapon_set
損毀的亡骸機甲武器槍機,damaged_necramech_weapon_receiver
感染撕咬,infectious_bite
麻痺孢子,paralytic_spores
新月逆演,crescent_devolution
猛甲逆演,panzer_devolution
同化傳粉,anabolic_pollination
頂級風采,primo_flair
血喉獸 倒鉤,jugulus_barbs
岩者 甲殼,saxum_carapace
短兵相接,hard_engage
霧化尾跡,vapor_trail
岩者 唾沫,saxum_spittle
損毀的亡骸機甲武器槍托,damaged_necramech_weapon_stock
亡骸機甲 劍風,necramech_reach
亡骸機甲 持久力,necramech_continuity
凸面凝晶石,cabochon_embolos
亡骸機甲 鋼鐵纖維,necramech_steel_fiber
血喉獸 脊刺,jugulus_spines
損毀的亡骸機甲 一套,damaged_necramech_set
純化赫龍石,purified_heciphron
病毒羽刺,viral_quills
嗜肉者 巨顎,carnis_mandible
損毀的亡骸機甲機艙,damaged_necramech_pod
亡骸機甲 燃料補給,necramech_refuel
嗜肉者 螫刺,carnis_stinger
新月衝鋒,crescent_charge
生存本能,survival_instinct
火衛二地底場景,deimos_underground_scene
火衛二魔裔禁地場景,deimos_cambion_drift_scene
nezha prime 藍圖,nezha_prime_blueprint
關刀 prime 藍圖,guandao_prime_blueprint
連擊殺手,combo_killer
奴役契約,thrall_pact
毀滅湧流,critical_surge
定理緩和,theorem_demulcent
毒孢步槍 藍圖,sporothrix_blueprint
亡骸機甲 效率,necramech_efficiency
定理感染,theorem_infection
蘭膜星 藍圖,arum_spinosa_blueprint
易爆即返,volatile_quick_return
穿絞利爪,blending_talons
蘭膜星護套,arum_spinosa_guard
蘭膜星 一套,arum_spinosa_set
毒孢步槍 一套,sporothrix_set
殘餘電觸,residual_shock
烈焰風暴 prime,primed_firestorm
猛烈爆發 prime,primed_fulmination
骨寡婦 一套,bonewidow_set
骨寡婦 武器吊艙,bonewidow_weapon_pod
骨寡婦 外殼,bonewidow_casing
葬棺者 槍托,morgha_stock
頌葬者 槍管,cortege_barrel
亡骸機甲 敵人感應,necramech_enemy_sense
頌葬者 槍托,cortege_stock
亡骸機甲 訓斥,necramech_rebuke
頌葬者 一套,cortege_set
骨寡婦 機艙,bonewidow_capsule
虛空魂 一套,voidrig_set
亡骸機甲 飛行員,necramech_aviator
阿耶檀識 hemakara 塑像,ayatan_hemakara_sculpture
棱晶 什長雙槍,prisma_dual_decurions
席多 槍管,cedo_barrel
席多 槍機,cedo_receiver
席多 一套,cedo_set
mirage prime 機體 藍圖,mirage_prime_chassis_blueprint
科加基 prime 藍圖,kogake_prime_blueprint
黃蜂螫刺,hornet_strike
席芭莉絲 prime 槍托,sybaris_prime_stock
礦石凝視,ore_gaze
私法 侵犯,vigilante_offense
魔導充盈,magus_replenish
獵者 協力,hunter_synergy
割裂羽翼,slicing_feathers
布萊頓 破壞者 槍機,braton_vandal_receiver
布萊頓 破壞者 槍托,braton_vandal_stock
花開怪奇,peculiar_bloom
chroma prime 一套,chroma_prime_set
防護型庫狛 基因印記,raksa_kubrow_imprint
絕路 prime 一套,rubico_prime_set
格拉姆 prime 藍圖,gram_prime_blueprint
幽靈伏擊,ambush
hunhow 大廳場景,hunhows_chamber_scene
月球拘禁場景,lua_containment_scene
落銀樹庭聖所場景,silver_grove_shrine_scene
合成 反射,synth_reflex
合成 解構,synth_deconstruct
取回,fetch
技法 強化,tek_enhance
崩毀浩劫,crashing_havoc
旋刃飛刀 prime 鏢袋,spira_prime_pouch
電控護盾,transistor_shield
填彈加速,shell_rush
希芙 藍圖,sheev_blueprint
希芙 握柄,sheev_hilt
banshee prime 一套,banshee_prime_set
vauban prime 一套,vauban_prime_set
mesa 的華爾茲,mesas_waltz
重擊巨鎚 prime 藍圖,fragor_prime_blueprint
inaros 之沙,sands_of_inaros
重擊巨鎚 prime 握柄,fragor_prime_handle
vauban prime 系統 藍圖,vauban_prime_systems_blueprint
煉獄轟擊,scattering_inferno
死亡使徒 握柄,kaszas_handle
特斯拉電容,tesla_bank
導路龍骸,guided_effigy
持久聖約,lasting_covenant
剃刀之翼的閃擊,razorwing_blitz
魔導遊雲,magus_cloud
復仇,revenge
邪惡蓄力,corrupt_charge
均衡點,equilibrium
搬運者 prime 頭部,carrier_prime_cerebrum
最終先驅,final_harbinger
伯斯頓 prime 一套,burston_prime_set
loki prime 一套,loki_prime_set
nova prime 一套,nova_prime_set
nyx prime 一套,nyx_prime_set
月神 prime 一套,soma_prime_set
迅速抽換,twitch
劇毒升騰,venomous_rise
腎上腺激素,adrenaline_boost
盲目射擊,blind_shot
屠戮換彈,kill_switch
saryn prime 機體 藍圖,saryn_prime_chassis_blueprint
獵者 戰備,hunter_munitions
狂鯊 prime 槍機,tiberon_prime_receiver
流星彈藥,meteor_munitions
加速賦能,arcane_acceleration
預言 探求,augur_seeker
片刻喘息,momentary_pause
永恆戰意,eternal_war
螺釘步槍 prime 槍管,boltor_prime_barrel
角鬥士 猛突,gladiator_rush
私法 活力,vigilante_vigor
布萊頓 prime 槍機,braton_prime_receiver
溢能感應,overcharge_detectors
綜觀全局,overview
殺戮獎勵,prize_kill
護盾速充,quick_charge
步槍彈藥轉換 prime,primed_rifle_ammo_mutation
剃刀彈藥,razor_munitions
蜘蛛賦能,arcane_arachne
動量賦能,arcane_momentum
精確賦能,arcane_precision
冷靜與瘋狂,calm_and_frenzy
和平挑釁,peaceful_provocation
saryn prime 系統 藍圖,saryn_prime_systems_blueprint
delta 信標,delta_beacon
侍刃 prime 藍圖,nikana_prime_blueprint
痊癒,recover
侍刃 prime 刀刃,nikana_prime_blade
火成碎流,pyroclastic_flow
電導刀刃,conductive_blade
zephyr prime 頭部神經光元 藍圖,zephyr_prime_neuroptics_blueprint
zephyr prime 一套,zephyr_prime_set
狼魚咬咬,gnashing_payara
皇家拐刃 prime 藍圖,kronen_prime_blueprint
狂鯊 prime 槍管,tiberon_prime_barrel
皇家拐刃 prime 刀刃,kronen_prime_blade
純淨之風,winds_of_purity
懲戒,retribution
活線追擊,live_wire
ivara prime 一套,ivara_prime_set
數學證明片段,proof_fragment
強化箭袋,empowered_quiver
不竭貪婪,insatiable
強力切換,vigorous_swap
乏能迅敏,anemic_agility
翻滾防護,rolling_guard
槍口閃焰,muzzle_flash
grineer 森林水泵場景,grineer_forest_water_pump_scene
神威力量,exodia_might
復仇真相,avenging_truth
mirage prime 頭部神經光元 藍圖,mirage_prime_neuroptics_blueprint
teshin 的隱居處場景,teshins_refuge_scene
布里斯提卡 prime 上弓臂,ballistica_prime_upper_limb
雙重彈頭,dual_rounds
靈樞 刀刃,orvius_blade
超載彈匣,burdened_magazine
海波斯庫拉對劍 prime 藍圖,nami_skyla_prime_blueprint
音波衝刺,sonic_boost
和平電閃,pax_bolt
覺醒雙槍 prime 一套,akjagara_prime_set
覺醒雙槍 prime 連接器,akjagara_prime_link
魔導熱熔,magus_melt
堅決專注,resolute_focus
魔導防火牆,magus_firewall
魔導穿破,magus_destruct
枯竭詛咒,desiccations_curse
斯特拉迪瓦 prime 槍管,stradavar_prime_barrel
斯特拉迪瓦 prime 槍托,stradavar_prime_stock
修補套件,repair_kit
空飛 邊際,aero_periphery
反重力陣列,anti_grav_array
空飛 靈巧,aero_agility
庫娃的優雅,kavats_grace
靜態力場,stasis_field
牽引光束,tractor_beam
質子 吸附,proton_snap
通風小子俱樂部場景,ventkids_clubhouse_scene
集氣城玄關底層場景,gas_city_lower_foyer_scene
集氣城走廊場景,gas_city_corridors_scene
集氣城調節器場景,gas_city_regulators_scene
膛室 prime,primed_chamber
odonata prime 機翼 藍圖,odonata_prime_wings_blueprint
狂暴追獵,seeking_fury
夜靈 naramon 晶體,eidolon_naramon_lens
流星撞擊,meteor_crash
狂鯊 prime 槍托,tiberon_prime_stock
魔導外殼,magus_husk
魔導振奮,magus_elevate
獵者 復元,hunter_recovery
守護者,guardian
mirage prime 一套,mirage_prime_set
庇護煙幕,smoke_shadow
光譜切割器 破壞者 槍把,spectra_vandal_handle
光譜切割器 破壞者 藍圖,spectra_vandal_blueprint
連發爆破,shatter_burst
量子違反,breach_quanta
繫鏈,tether
棱晶 雙子小精靈,prisma_twin_gremlins
天界黃昏,celestial_nightfall
充電彈頭 prime,primed_charged_shell
覺醒雙槍 prime 槍管,akjagara_prime_barrel
帶電子彈,charged_bullets
粒子撞擊,particle_ram
封鎖脈衝,blackout_pulse
覆殼彈藥,sabot_rounds
絕路 prime 槍機,rubico_prime_receiver
迦倫提恩 prime 刀刃,galatine_prime_blade
格拉姆 prime 一套,gram_prime_set
聖潔 猛虎,sancti_tigris
絕路 prime 槍托,rubico_prime_stock
nekros prime 藍圖,nekros_prime_blueprint
trinity prime 系統 藍圖,trinity_prime_systems_blueprint
手槍增幅,pistol_amp
萬事俱備,preparation
titania prime 機體 藍圖,titania_prime_chassis_blueprint
科林斯 prime 槍托,corinth_prime_stock
科林斯 prime 藍圖,corinth_prime_blueprint
titania prime 系統 藍圖,titania_prime_systems_blueprint
亡骸機甲 聚精會神,necramech_intensify
狂暴,fury
黃水晶解毒劑,citrine_antitoxin
病囊飛刃 下皮層,pathocyst_subcortex
atlas prime 系統 藍圖,atlas_prime_systems_blueprint
atlas prime 頭部神經光元 藍圖,atlas_prime_neuroptics_blueprint
atlas prime 藍圖,atlas_prime_blueprint
死亡魔方 prime 系統,dethcube_prime_systems
食人魚 prime 一套,pyrana_prime_set
殘酷無息,savage_silence
割魂火圈,reaping_chakram
蘇普拉 破壞者,supra_vandal
limbo prime 藍圖,limbo_prime_blueprint
布萊頓 破壞者 槍管,braton_vandal_barrel
破滅,ravage
技巧之劍 prime 藍圖,destreza_prime_blueprint
萬能密鑰,master_key
有眼如盲,out_of_sight
khra,khra
lohk,lohk
血償火器,blood_for_ammo
萬無一失,failsafe
噬血嗜能,blood_for_energy
xata,xata
裂箭分飛,split_flights
格拉姆 prime 刀刃,gram_prime_blade
伏打電能,voltaic_strike
limbo prime 機體 藍圖,limbo_prime_chassis_blueprint
阿耶檀識 anasa 塑像,ayatan_anasa_sculpture
拉托 破壞者 槍機,lato_vandal_receiver
技法 猛襲,tek_assault
技法 引力,tek_gravity
技法 連帶,tek_collateral
合成 充能,synth_charge
機甲 超載,mecha_overdrive
星辰分裂,star_divide
旋刃飛刀 prime 刀刃,spira_prime_blade
狙擊特昂 破壞者 槍機,snipetron_vandal_receiver
能量力場,energy_field
黃道碎裂,zodiac_shred
空中推進,air_thrusters
重生 prime,primed_regen
步槍才能,rifle_aptitude
預言 契約,augur_pact
瞬移斬殺,fatal_teleport
長吻,proboscis
狂怒,furor
致病禍害,virulent_scourge
雷克斯 prime 槍機,lex_prime_receiver
斬殺懸浮板,slay_board
mesa prime 頭部神經光元 藍圖,mesa_prime_neuroptics_blueprint
救贖者 prime 握柄,redeemer_prime_handle
關鍵焦點,critical_focus
彈鏈,ammo_chain
希圖斯場景,cetus_scene
離子注入,ion_infusion
惡狼戰鎚握柄,wolf_sledge_handle
equinox prime 一套,equinox_prime_set
亡骸機甲 震波,necramech_seismic_wave
亡骸機甲 延伸,necramech_stretch
granum 虛空場景,granum_void_scene
癒療箭矢,bhisaj_bal
亡骸機甲 充能,necramech_deflection
植物學家,botanist
連擊狂怒,combo_fury
關刀 prime 一套,guandao_prime_set
毒芽 prime 一套,zakti_prime_set
殘餘癤瘤,residual_boils
毒孢步槍 槍機,sporothrix_receiver
亡骸機甲 川流不息,necramech_flow
爆毒寄生,volatile_parasite
殘餘毒血,residual_viremia
殘餘惡臭,residual_malodor
馬赫猛擊,mach_crash
易爆反彈,volatile_rebound
毒孢步槍 槍管,sporothrix_barrel
阿耶檀識 kitha 塑像,ayatan_kitha_sculpture
定理觸染,theorem_contagion
葬棺者 槍機,morgha_receiver
頌葬者 槍機,cortege_receiver
虛空魂 引擎,voidrig_engine
亡骸機甲 預言,necramech_augur
骨寡婦 引擎,bonewidow_engine
席多 槍托,cedo_stock
適應,adaptation
神射手,sharpshooter
獻出力量,power_donation
謹慎射擊,cautious_shot
反轉脈衝,counter_pulse
蒼鷹 prime 槍管,baza_prime_barrel
輕靈月神雙槍 prime 槍管,aksomati_prime_barrel
grendel 系統定位裝置,grendel_systems_locator
光譜切割器 破壞者 機架,spectra_vandal_chassis
光譜切割器 破壞者 一套,spectra_vandal_set
毀滅 grineer prime,primed_smite_grineer
sentient 廳堂場景,sentient_concourse_scene
grendel 機體定位裝置,grendel_chassis_locator
壓制火勢,fire_suppression
離子爆燃,ion_burn
戰鬥鍛造,battle_forge
治癒玻片,mending_splinters
掠奪,despoil
包覆遊雲,enveloping_cloud
急流,jet_stream
黑鴉 槍管,corvas_barrel
無耗能飛躍,no_current_leap
翼膜,patagium
棱晶 空刃,prisma_skana
野馬 prime 一套,bronco_prime_set
星體切砍,astral_slash
zephyr prime 系統 藍圖,zephyr_prime_systems_blueprint
二元性狀,duality
探推－挽拉,push_and_pull
高效傳輸,efficient_transferral
集氣城上層物流部場景,gas_city_upper_logistics_scene
月球 zenurik 晶體,lua_zenurik_lens
天青石解毒劑,lapis_antitoxin
辰砂解毒劑,vermillion_antitoxin
暴露魚叉,exposing_harpoon
高效光束,efficient_beams
夥伴武器裂罅 mod （尚未揭開）,companion_weapon_riven_mod_(veiled)
綠寶石解毒劑,beryl_antitoxin
細心瞄準,meticulous_aim
月球晶體 藍圖,lua_lens_blueprint
月球 madurai 晶體,lua_madurai_lens
黃玉解毒劑,topaz_antitoxin
紫水晶解毒劑,amethyst_antitoxin
月球 vazarin 晶體,lua_vazarin_lens
月球 naramon 晶體,lua_naramon_lens
坦克賦能,arcane_tanker
槍砲賦能,arcane_pistoleer
病囊飛刃 藍圖,pathocyst_blueprint
病囊飛刃 刀刃,pathocyst_blade
病囊飛刃 一套,pathocyst_set
集中箭矢,concentrated_arrow
ash prime 一套,ash_prime_set
limbo prime 頭部神經光元 藍圖,limbo_prime_neuroptics_blueprint
能量轉移,energy_transfer
笑面型庫娃 基因印記,smeeta_kavat_imprint
chroma prime 藍圖,chroma_prime_blueprint
阿耶檀識 zambuka 塑像,ayatan_zambuka_sculpture
自動駭入,auto_breach
消蹤匿跡,untraceable
vome,vome
fass,fass
雙子蝰蛇 亡魂 槍管,twin_vipers_wraith_barrels
欖尖形赤色水晶,marquise_thyst
突擊型庫狛 基因印記,sahasa_kubrow_imprint
匿蹤型庫狛 基因印記,huras_kubrow_imprint
淚滴形填充細石,goblite_tears
氮氣噴射,nitro_boost
極限加速,extreme_velocity
和平蓄充,pax_charge
mesa prime 一套,mesa_prime_set
mesa prime 系統 藍圖,mesa_prime_systems_blueprint
mesa prime 機體 藍圖,mesa_prime_chassis_blueprint
魔導復位,magus_revert
入侵停滯,intruder_stasis
超強打擊,hyperstrike
猛禽掠奪,predator
圓錐噴管,conic_nozzle
急速裝填,ripload
三角旗 藍圖,pennant_blueprint
聚結編隊,form_up
鎮壓者 藍圖,quellor_blueprint
自導齊射,seeker_volley
反動風暴,reactive_storm
樞議 重力奇點擬成槍,synoid_simulor
絕路 prime 藍圖,rubico_prime_blueprint
trinity prime 機體 藍圖,trinity_prime_chassis_blueprint
成長之力,growing_power
血債血還,blood_for_life
jahu,jahu
ris,ris
netra,netra
ivara prime 藍圖,ivara_prime_blueprint
輕靈月神雙槍 prime 藍圖,aksomati_prime_blueprint
舍杜 槍把,shedu_handle
光譜切割器 破壞者 槍管,spectra_vandal_barrel
噬血型庫娃 基因印記,vasca_kavat_imprint
毀滅 orokin prime,primed_smite_corrupted
grendel 頭部神經光元定位裝置,grendel_neuroptics_locator
前鋒巨砲,forward_artillery
砲彈旋渦,munitions_vortex
lotus 大廳場景,chamber_of_the_lotus_scene
削甲手裡劍,seeking_shuriken
電擊加速,shocking_speed
復仇者賦能,arcane_avenger
nekros prime 一套,nekros_prime_set
幻象賦能,arcane_phantasm
nekros prime 系統 藍圖,nekros_prime_systems_blueprint
chroma prime 系統 藍圖,chroma_prime_systems_blueprint
終末使者,last_herald
憤怒賦能,arcane_rage
chroma prime 機體 藍圖,chroma_prime_chassis_blueprint
迦倫提恩 prime 一套,galatine_prime_set
chroma prime 頭部神經光元 藍圖,chroma_prime_neuroptics_blueprint
覺醒雙槍 prime 藍圖,akjagara_prime_blueprint
菌株 感染,strain_infection
迅逃夭,quick_escape
虛空黑洞,void_hole
死亡綻放,death_blossom
sentient 聖壇場景,sentient_altar_scene
賽爾火槍,zylok
迦倫提恩 prime 握柄,galatine_prime_handle
冷抵步,cold_arrival
怨怒報復,vexing_retaliation
魔導封鎖,magus_lockdown
尋獵型庫狛 基因印記,chesa_kubrow_imprint
緋紅西諾斯,rakta_cernos
卜卜彈騰,pop_top
雙短柄戰鐮 prime 刀刃,dual_kamas_prime_blade
控馭滑行,controlled_slide
治癒槍火,mending_shot
鋼護飛騰,ironclad_flight
鯪鯉劍 prime 握柄,pangolin_prime_handle
科林斯 prime 一套,corinth_prime_set
鯪鯉劍 prime 藍圖,pangolin_prime_blueprint
超量填彈,overloader
科林斯 prime 槍管,corinth_prime_barrel
科林斯 prime 槍機,corinth_prime_receiver
損毀的亡骸機甲外殼,damaged_necramech_casing
星狀亡骸石,stellated_necrathene
淨化大滾石,purged_dagonic
血注,transfusion
嗜肉者 甲殼,carnis_carapace
血喉獸 甲殼,jugulus_carapace
狡詐逆演,sly_devolution
爆破護盾,blast_shield
療效菌絲,iatric_mycelium
火衛二隔離庫場景,deimos_vault_scene
火衛二心室場景,deimos_chamber_scene
火衛二突圍場景,deimos_breakthrough_scene
亡骸機甲 簡化,necramech_streamline
grineer 帆船戰艦貨艙場景,grineer_galleon_cargo_scene
軌道飛行器場景,orbiter_scene
巨砲砲臺場景,artillery_battery_scene
火衛二墓窟場景,deimos_catacombs_scene
火衛二隧道場景,deimos_tunnels_scene
毒液猛爆,damzav_vati
殺戮真諦,hata_satya
永動彈雨,zazvat_kar
corpus 貨儲倉庫場景,corpus_depository_scene
亡骸機甲 液壓機,necramech_hydraulics
亡骸機甲 閃襲,necramech_blitz
集氣城元素分配場景,gas_city_element_distribution_scene
亡骸機甲 狂怒,necramech_fury
火衛二墮落場景,deimos_downfall_scene
關刀 prime 刀刃,guandao_prime_blade
毒芽 prime 藍圖,zakti_prime_blueprint
關刀 prime 握柄,guandao_prime_handle
毒芽 prime 槍管,zakti_prime_barrel
nezha prime 系統 藍圖,nezha_prime_systems_blueprint
nezha prime 機體 藍圖,nezha_prime_chassis_blueprint
毒芽 prime 槍機,zakti_prime_receiver
nezha prime 頭部神經光元 藍圖,nezha_prime_neuroptics_blueprint
nezha prime 一套,nezha_prime_set
亡骸機甲 竄升,necramech_drift
毒孢步槍 槍托,sporothrix_stock
蘭膜星鉚釘,arum_spinosa_rivet
殉難共生,martyr_symbiosis
亡骸機甲 摩擦力,necramech_friction
亡骸機甲 修復,necramech_repair
虛空魂 外殼,voidrig_casing
葬棺者 一套,morgha_set
刻帝 悲痛之刃 藍圖,ceti_lacera_blueprint
亡骸機甲 狂暴化,necramech_rage
葬棺者 槍管,morgha_barrel
虛空魂 機艙,voidrig_capsule
雙角蛇 藍圖,basmu_blueprint
虛空魂 武器吊艙,voidrig_weapon_pod
席多 藍圖,cedo_blueprint
octavia prime 藍圖,octavia_prime_blueprint
雙簧管 prime 藍圖,tenora_prime_blueprint
雙簧管 prime 槍機,tenora_prime_receiver
手鼓 prime 一套,pandero_prime_set
雙簧管 prime 槍托,tenora_prime_stock
雙簧管 prime 一套,tenora_prime_set
手鼓 prime 槍管,pandero_prime_barrel
雙簧管 prime 槍管,tenora_prime_barrel
octavia prime 機體 藍圖,octavia_prime_chassis_blueprint
octavia prime 頭部神經光元 藍圖,octavia_prime_neuroptics_blueprint
手鼓 prime 槍機,pandero_prime_receiver
octavia prime 系統 藍圖,octavia_prime_systems_blueprint
手鼓 prime 藍圖,pandero_prime_blueprint
octavia prime 一套,octavia_prime_set
急凍控場 prime,primed_chilling_grasp
均衡點 (steam pinnacle pack),equilibrium_(steam_pinnacle_pack)
野獸印記,mark_of_the_beast
nihil 的遺忘瓶 （鑰匙）,nihils_oubliette_(key)
baro 虛空訊號（鑰匙）,baro_void_signal_(key)
鎮魂 iv 遺物,requiem_iv_relic
鎮魂 iii 遺物,requiem_iii_relic
鎮魂 ii 遺物,requiem_ii_relic
鎮魂 i 遺物,requiem_i_relic
後紀 h3 遺物,axi_h3_relic
後紀 o2 遺物,axi_o2_relic
後紀 k2 遺物,axi_k2_relic
後紀 r1 遺物,axi_r1_relic
後紀 b2 遺物,axi_b2_relic
後紀 l5 遺物,axi_l5_relic
後紀 p1 遺物,axi_p1_relic
後紀 m1 遺物,axi_m1_relic
後紀 d1 遺物,axi_d1_relic
後紀 g2 遺物,axi_g2_relic
後紀 o1 遺物,axi_o1_relic
後紀 v8 遺物,axi_v8_relic
後紀 h2 遺物,axi_h2_relic
後紀 c2 遺物,axi_c2_relic
後紀 a10 遺物,axi_a10_relic
後紀 t5 遺物,axi_t5_relic
後紀 t4 遺物,axi_t4_relic
後紀 g4 遺物,axi_g4_relic
後紀 h1 遺物,axi_h1_relic
後紀 s5 遺物,axi_s5_relic
後紀 v9 遺物,axi_v9_relic
後紀 e2 遺物,axi_e2_relic
後紀 s3 遺物,axi_s3_relic
後紀 b1 遺物,axi_b1_relic
後紀 e1 遺物,axi_e1_relic
後紀 a2 遺物,axi_a2_relic
後紀 t6 遺物,axi_t6_relic
後紀 c6 遺物,axi_c6_relic
後紀 w2 遺物,axi_w2_relic
後紀 a13 遺物,axi_a13_relic
後紀 o5 遺物,axi_o5_relic
後紀 s6 遺物,axi_s6_relic
後紀 c1 遺物,axi_c1_relic
後紀 s8 遺物,axi_s8_relic
後紀 v10 遺物,axi_v10_relic
後紀 s7 遺物,axi_s7_relic
後紀 z1 遺物,axi_z1_relic
後紀 v5 遺物,axi_v5_relic
後紀 a3 遺物,axi_a3_relic
後紀 v7 遺物,axi_v7_relic
後紀 c4 遺物,axi_c4_relic
後紀 l3 遺物,axi_l3_relic
後紀 h4 遺物,axi_h4_relic
後紀 r2 遺物,axi_r2_relic
後紀 a5 遺物,axi_a5_relic
後紀 s4 遺物,axi_s4_relic
後紀 v4 遺物,axi_v4_relic
後紀 l4 遺物,axi_l4_relic
後紀 a4 遺物,axi_a4_relic
後紀 l2 遺物,axi_l2_relic
後紀 o3 遺物,axi_o3_relic
後紀 k3 遺物,axi_k3_relic
後紀 g1 遺物,axi_g1_relic
後紀 t1 遺物,axi_t1_relic
後紀 a9 遺物,axi_a9_relic
後紀 p3 遺物,axi_p3_relic
後紀 d2 遺物,axi_d2_relic
後紀 b3 遺物,axi_b3_relic
後紀 a8 遺物,axi_a8_relic
後紀 w1 遺物,axi_w1_relic
後紀 b4 遺物,axi_b4_relic
後紀 c5 遺物,axi_c5_relic
後紀 a11 遺物,axi_a11_relic
後紀 n3 遺物,axi_n3_relic
後紀 v6 遺物,axi_v6_relic
後紀 n5 遺物,axi_n5_relic
後紀 n4 遺物,axi_n4_relic
後紀 v3 遺物,axi_v3_relic
後紀 n2 遺物,axi_n2_relic
後紀 v2 遺物,axi_v2_relic
後紀 k5 遺物,axi_k5_relic
後紀 t2 遺物,axi_t2_relic
後紀 s2 遺物,axi_s2_relic
後紀 l1 遺物,axi_l1_relic
後紀 a1 遺物,axi_a1_relic
後紀 n1 遺物,axi_n1_relic
後紀 o4 遺物,axi_o4_relic
後紀 k4 遺物,axi_k4_relic
後紀 c3 遺物,axi_c3_relic
後紀 k1 遺物,axi_k1_relic
後紀 a12 遺物,axi_a12_relic
後紀 h5 遺物,axi_h5_relic
後紀 v1 遺物,axi_v1_relic
後紀 t3 遺物,axi_t3_relic
後紀 g3 遺物,axi_g3_relic
後紀 r3 遺物,axi_r3_relic
後紀 a6 遺物,axi_a6_relic
後紀 p2 遺物,axi_p2_relic
後紀 a7 遺物,axi_a7_relic
後紀 n6 遺物,axi_n6_relic
後紀 s1 遺物,axi_s1_relic
中紀 z1 遺物,neo_z1_relic
中紀 b4 遺物,neo_b4_relic
中紀 k1 遺物,neo_k1_relic
中紀 n7 遺物,neo_n7_relic
中紀 b3 遺物,neo_b3_relic
中紀 n6 遺物,neo_n6_relic
中紀 r2 遺物,neo_r2_relic
中紀 z3 遺物,neo_z3_relic
中紀 s12 遺物,neo_s12_relic
中紀 b2 遺物,neo_b2_relic
中紀 o1 遺物,neo_o1_relic
中紀 s6 遺物,neo_s6_relic
中紀 v5 遺物,neo_v5_relic
中紀 r4 遺物,neo_r4_relic
中紀 m3 遺物,neo_m3_relic
中紀 p1 遺物,neo_p1_relic
中紀 i2 遺物,neo_i2_relic
中紀 b1 遺物,neo_b1_relic
中紀 s13 遺物,neo_s13_relic
中紀 n5 遺物,neo_n5_relic
中紀 r1 遺物,neo_r1_relic
中紀 t1 遺物,neo_t1_relic
中紀 s5 遺物,neo_s5_relic
中紀 n15 遺物,neo_n15_relic
中紀 b7 遺物,neo_b7_relic
中紀 p2 遺物,neo_p2_relic
中紀 z7 遺物,neo_z7_relic
中紀 n14 遺物,neo_n14_relic
中紀 g3 遺物,neo_g3_relic
中紀 n11 遺物,neo_n11_relic
中紀 n4 遺物,neo_n4_relic
中紀 v9 遺物,neo_v9_relic
中紀 n12 遺物,neo_n12_relic
中紀 e2 遺物,neo_e2_relic
中紀 z6 遺物,neo_z6_relic
中紀 s14 遺物,neo_s14_relic
中紀 n13 遺物,neo_n13_relic
中紀 d2 遺物,neo_d2_relic
中紀 v4 遺物,neo_v4_relic
中紀 v6 遺物,neo_v6_relic
中紀 m1 遺物,neo_m1_relic
中紀 s9 遺物,neo_s9_relic
中紀 m2 遺物,neo_m2_relic
中紀 z2 遺物,neo_z2_relic
中紀 n9 遺物,neo_n9_relic
中紀 a1 遺物,neo_a1_relic
中紀 v8 遺物,neo_v8_relic
中紀 b5 遺物,neo_b5_relic
中紀 v7 遺物,neo_v7_relic
中紀 n8 遺物,neo_n8_relic
中紀 l1 遺物,neo_l1_relic
中紀 v3 遺物,neo_v3_relic
中紀 v2 遺物,neo_v2_relic
中紀 g2 遺物,neo_g2_relic
中紀 r3 遺物,neo_r3_relic
中紀 z5 遺物,neo_z5_relic
中紀 i1 遺物,neo_i1_relic
中紀 t3 遺物,neo_t3_relic
中紀 n3 遺物,neo_n3_relic
中紀 h1 遺物,neo_h1_relic
中紀 s8 遺物,neo_s8_relic
中紀 s7 遺物,neo_s7_relic
中紀 s3 遺物,neo_s3_relic
中紀 d1 遺物,neo_d1_relic
中紀 c1 遺物,neo_c1_relic
中紀 n10 遺物,neo_n10_relic
中紀 s11 遺物,neo_s11_relic
中紀 e1 遺物,neo_e1_relic
中紀 f1 遺物,neo_f1_relic
中紀 v1 遺物,neo_v1_relic
中紀 n2 遺物,neo_n2_relic
中紀 h2 遺物,neo_h2_relic
